GKZ,Gebietsname,Wahlberechtigte,abgegeben,ungueltig,gueltig,Griss,Hofer,Hundstorfer,Khol,Lugner,Van der Bellen
G40915,Roßleithen,1473,880,32,848,145,309,121,145,15,113
G40916,St. Pankraz,275,155,1,154,23,71,29,14,5,12
G40917,Schlierbach,2200,1318,37,1281,232,438,128,176,26,281
G40918,Spital am Pyhrn,1741,1000,29,971,133,409,168,137,23,101
G40919,Steinbach am Ziehberg,675,445,16,429,72,142,40,91,10,74
G40920,Steinbach an der Steyr,1652,1097,36,1061,144,433,116,236,16,116
G40921,Vorderstoder,662,370,9,361,72,162,29,57,5,36
G40922,Wartberg an der Krems,2293,1458,50,1408,283,525,107,273,26,194
G40923,Windischgarsten,1890,1023,11,1012,225,351,137,127,20,152
G40999,Wahlkarten - Kirchdorf an der Krems,0,3966,82,3884,808,1168,474,518,53,863
G41000,Linz-Land,106034,74637,1488,73149,14040,25036,10028,6779,1379,15887
G41001,Allhaming,929,606,10,596,124,181,59,129,11,92
G41002,Ansfelden,10749,6067,117,5950,880,2591,922,389,134,1034
G41003,Asten,4686,2911,65,2846,442,1206,499,160,73,466
G41004,Eggendorf im Traunkreis,694,462,6,456,96,165,52,69,7,67
G41005,Enns,8013,4701,79,4622,867,1616,696,435,93,915
G41006,Hargelsberg,1072,729,28,701,150,223,93,101,12,122
G41007,Hörsching,4534,2919,56,2863,482,1205,356,254,65,501
G41008,Hofkirchen im Traunkreis,1400,940,20,920,169,323,110,100,16,202
G41009,Kematen an der Krems,2002,1231,34,1197,220,491,92,151,23,220
G41010,Kirchberg-Thening,1890,1292,29,1263,294,362,214,88,26,279
G41011,Kronstorf,2535,1679,42,1637,264,605,270,163,22,313
G41012,Leonding,20266,12824,208,12616,2671,4004,1488,984,214,3255
G41013,St. Florian,5014,3267,74,3193,736,953,353,393,61,697
G41014,Neuhofen an der Krems,4660,2679,50,2629,522,823,317,269,39,659
G41015,Niederneukirchen,1620,1038,36,1002,172,304,106,189,13,218
G41016,Oftering,1596,1093,23,1070,195,384,161,114,22,194
G41017,Pasching,5365,3348,81,3267,637,1151,424,254,79,722
G41018,Piberbach,1460,872,21,851,157,318,104,111,16,145
G41019,Pucking,3104,1927,43,1884,299,822,197,202,48,316
G41020,St. Marien,3668,2438,76,2362,483,759,279,312,39,490
G41021,Traun,16147,9165,161,9004,1378,3529,1494,656,179,1768
G41022,Wilhering,4630,3055,58,2997,684,722,343,354,44,850
G41099,Wahlkarten - Linz-Land,0,9394,171,9223,2118,2299,1399,902,143,2362
G41100,Perg,52250,39026,1394,37632,6121,12498,5339,6317,674,6683
G41101,Allerheiligen im Mühlkreis,975,671,24,647,85,232,107,121,10,92
G41102,Arbing,1138,792,30,762,128,226,119,145,13,131
G41103,Baumgartenberg,1318,893,19,874,116,341,88,214,9,106
G41104,Dimbach,813,536,25,511,54,198,49,140,10,60
G41105,Grein,2396,1502,48,1454,240,584,192,198,37,203
G41106,Katsdorf,2381,1608,47,1561,309,469,220,187,29,347
G41107,Klam,730,489,9,480,76,216,29,74,10,75
G41108,Bad Kreuzen,1773,1127,67,1060,147,411,57,320,18,107
G41109,Langenstein,1978,1378,46,1332,209,459,273,109,22,260
G41110,Luftenberg an der Donau,3226,2142,83,2059,323,728,349,170,28,461
G41111,Mauthausen,3621,2152,70,2082,368,612,403,196,48,455
G41112,Mitterkirchen im Machland,1363,811,28,783,109,264,96,204,10,100
G41113,Münzbach,1293,893,42,851,121,332,60,230,17,91
G41114,Naarn im Machlande,2802,1861,64,1797,305,665,225,348,26,228
G41115,Pabneukirchen,1360,863,49,814,126,317,73,200,16,82
G41116,Perg,6121,3881,121,3760,743,1270,441,544,59,703
G41117,Rechberg,756,546,38,508,55,131,32,190,5,95
G41118,Ried in der Riedmark,3318,2217,57,2160,343,606,392,377,36,406
G41119,St. Georgen am Walde,1676,1086,58,1028,129,429,153,205,22,90
G41120,St. Georgen an der Gusen,3095,2163,48,2115,357,627,403,198,39,491
G41121,St. Nikola an der Donau,548,381,18,363,55,126,48,91,6,37
G41122,St. Thomas am Blasenstein,724,497,34,463,60,129,29,199,7,39
G41123,Saxen,1416,947,43,904,140,386,99,147,24,108
G41124,Schwertberg,3998,2642,90,2552,382,838,449,278,56,549
G41125,Waldhausen im Strudengau,2295,1510,72,1438,202,531,198,263,34,210
G41126,Windhaag bei Perg,1136,703,28,675,100,225,50,190,10,100
G41199,Wahlkarten - Perg,0,4735,136,4599,839,1146,705,779,73,1057
G41200,Ried im Innkreis,46367,31675,816,30859,4921,12562,2726,5080,514,5056
G41201,Andrichsfurt,592,358,11,347,56,143,12,73,10,53
G41202,Antiesenhofen,813,404,12,392,51,189,41,62,3,46
G41203,Aurolzmünster,2260,1262,37,1225,167,618,140,117,20,163
G41204,Eberschwang,2702,1579,50,1529,207,707,172,194,18,231
G41205,Eitzing,612,359,11,348,37,161,34,69,10,37
G41206,Geiersberg,433,291,4,287,42,105,32,68,4,36
G41207,Geinberg,1099,528,10,518,73,240,43,91,4,67
G41208,Gurten,926,522,14,508,72,202,46,112,11,65
G41209,Hohenzell,1725,1112,31,1081,183,422,59,194,11,212
G41210,Kirchdorf am Inn,484,313,12,301,49,131,13,70,1,37
G41211,Kirchheim im Innkreis,579,379,20,359,51,171,18,82,5,32
G41212,Lambrechten,1060,685,16,669,96,302,41,148,15,67
G41213,Lohnsburg am Kobernaußerwald,1821,1016,22,994,149,452,57,216,10,110
G41214,Mehrnbach,1847,1018,22,996,144,449,75,185,11,132
G41215,Mettmach,1955,1090,15,1075,120,553,96,171,24,111
G41216,Mörschwang,263,170,6,164,41,42,6,36,3,36
G41217,Mühlheim am Inn,530,323,12,311,40,133,49,49,0,40
G41218,Neuhofen im Innkreis,1868,1219,20,1199,218,458,118,162,21,222
G41219,Obernberg am Inn,1148,524,7,517,69,249,54,68,8,69
G41220,Ort im Innkreis,923,582,12,570,69,258,50,125,12,56
G41221,Pattigham,713,446,7,439,89,161,17,96,16,60
G41222,Peterskirchen,559,380,21,359,36,134,16,108,5,60
G41223,Pramet,832,512,17,495,53,232,40,85,14,71
G41224,Reichersberg,1118,675,17,658,105,303,33,113,15,89
G41225,Ried im Innkreis,8401,4441,82,4359,794,1590,463,461,87,964
G41226,St. Georgen bei Obernberg am Inn,449,306,8,298,66,86,9,77,5,55
G41227,St. Marienkirchen am Hausruck,675,466,15,451,74,189,11,108,6,63
G41228,St. Martin im Innkreis,1346,696,17,679,99,284,65,78,11,142
G41229,Schildorn,950,496,22,474,68,191,42,90,7,76
G41230,Senftenbach,599,392,10,382,55,139,36,80,9,63
G41231,Taiskirchen im Innkreis,1951,1228,37,1191,167,469,89,274,20,172
G41232,Tumeltsham,1238,756,21,735,118,311,36,115,15,140
G41233,Utzenaich,1212,761,27,734,130,311,58,124,15,96
G41234,Waldzell,1764,1047,37,1010,139,463,113,177,12,106
G41235,Weilbach,464,291,7,284,49,109,20,71,2,33
G41236,Wippenham,456,297,11,286,34,121,37,53,2,39
G41299,Wahlkarten - Ried im Innkreis,0,4751,116,4635,911,1484,485,678,72,1005
G41300,Rohrbach,46074,33307,1273,32034,5946,10695,2788,7003,521,5081
G41301,Afiesl,316,223,8,215,37,98,18,42,2,18
G41302,Ahorn,413,323,6,317,53,119,32,72,4,37
G41304,Altenfelden,1797,1121,36,1085,207,444,96,157,11,170
G41305,Arnreit,895,627,23,604,130,181,38,154,8,93
G41306,Atzesberg,368,265,20,245,39,101,10,65,6,24
G41307,Auberg,425,290,19,271,40,97,11,75,4,44
G41309,Haslach an der Mühl,2085,1372,54,1318,251,381,222,212,19,233
G41310,Helfenberg,788,554,26,528,97,185,59,111,6,70
G41311,Hörbich,344,257,13,244,38,118,2,64,2,20
G41312,Hofkirchen im Mühlkreis,1191,703,18,685,117,240,57,156,9,106
G41313,Julbach,1298,737,37,700,101,239,99,157,22,82
G41314,Kirchberg ob der Donau,865,574,19,555,83,167,80,143,3,79
G41315,Klaffer am Hochficht,1082,613,20,593,57,273,77,99,11,76
G41316,Kleinzell im Mühlkreis,1256,804,21,783,136,225,94,160,11,157
G41317,Kollerschlag,1203,722,36,686,91,242,60,220,13,60
G41318,Lembach im Mühlkreis,1250,768,33,735,134,274,58,150,18,101
G41319,Lichtenau im Mühlkreis,430,270,23,247,30,108,19,66,3,21
G41320,Nebelberg,505,343,25,318,41,95,39,103,4,36
G41321,Neufelden,965,587,18,569,119,152,50,112,14,122
G41322,Niederkappel,803,557,29,528,79,213,38,144,3,51
G41323,Niederwaldkirchen,1452,945,31,914,161,300,69,212,13,159
G41324,Oberkappel,523,308,17,291,38,78,19,117,6,33
G41325,Oepping,1286,794,28,766,141,290,32,190,9,104
G41326,Peilstein im Mühlviertel,1298,855,51,804,169,272,66,198,16,83
G41327,Pfarrkirchen im Mühlkreis,1162,756,33,723,137,261,34,206,7,78
G41328,Putzleinsdorf,1231,818,35,783,194,268,39,168,9,105
G41329,Neustift im Mühlkreis,1139,674,21,653,108,179,59,207,7,93
G41331,St. Johann am Wimberg,826,550,21,529,90,211,27,116,10,75
G41332,St. Martin im Mühlkreis,2983,1943,87,1856,365,644,177,321,23,326
G41333,St. Oswald bei Haslach,412,256,17,239,44,74,30,59,3,29
G41334,St. Peter am Wimberg,1454,968,37,931,184,275,74,242,23,133
G41335,St. Stefan am Walde,657,479,17,462,80,124,48,115,11,84
G41336,St. Ulrich im Mühlkreis,495,332,17,315,60,94,10,87,12,52
G41337,St. Veit im Mühlkreis,977,657,23,634,110,216,53,135,17,103
G41338,Sarleinsbach,1849,1195,41,1154,256,345,67,296,16,174
G41340,Schönegg,455,307,14,293,40,118,48,53,4,30
G41341,Schwarzenberg am Böhmerwald,483,278,9,269,36,93,31,79,3,27
G41342,Ulrichsberg,2375,1432,45,1387,247,536,113,297,25,169
G41343,Aigen-Schlägl,2573,1550,43,1507,257,575,116,296,40,223
G41344,Rohrbach-Berg,4165,2514,98,2416,521,750,188,429,35,493
G41399,Wahlkarten - Rohrbach,0,3986,104,3882,828,1040,329,718,59,908
G41400,Schärding,44455,30515,875,29640,4383,12312,2796,5316,515,4318
G41401,Altschwendt,535,381,8,373,45,152,33,80,7,56
G41402,Andorf,4077,2544,89,2455,337,1145,305,314,40,314
G41403,Brunnenthal,1543,933,26,907,145,375,78,126,18,165
G41404,Diersbach,1282,832,32,800,96,352,73,161,14,104
G41405,Dorf an der Pram,840,549,24,525,72,180,33,146,10,84
G41406,Eggerding,1045,692,21,671,107,313,40,111,16,84
G41407,Engelhartszell,779,422,12,410,44,170,36,81,9,70
G41408,Enzenkirchen,1446,835,27,808,72,449,85,130,16,56
G41409,Esternberg,2360,1344,51,1293,179,604,92,266,19,133
G41410,Freinberg,996,476,10,466,48,176,55,123,12,52
G41411,Kopfing im Innkreis,1611,1003,42,961,120,483,58,167,19,114
G41412,Mayrhof,233,183,4,179,26,88,6,35,4,20
G41413,Münzkirchen,2107,1295,33,1262,171,512,129,249,25,176
G41414,Raab,1801,1091,41,1050,153,512,53,150,14,168
G41415,Rainbach im Innkreis,1162,753,25,728,83,302,74,177,8,84
G41416,Riedau,1595,845,13,832,149,338,90,99,6,150
G41417,St. Aegidi,1296,911,49,862,90,350,57,238,25,102
G41418,St. Florian am Inn,2343,1349,19,1330,207,555,160,196,19,193
G41419,St. Marienkirchen bei Schärding,1406,840,22,818,131,394,43,135,14,101
G41420,St. Roman,1465,909,32,877,97,463,23,213,14,67
G41421,St. Willibald,935,604,16,588,76,280,64,105,7,56
G41422,Schärding,3745,1897,24,1873,320,716,239,195,35,368
G41423,Schardenberg,1725,1016,22,994,165,388,64,231,10,136
G41424,Sigharting,655,460,25,435,75,192,20,91,7,50
G41425,Suben,956,546,13,533,97,194,49,95,9,89
G41426,Taufkirchen an der Pram,2291,1337,34,1303,221,496,155,217,28,186
G41427,Vichtenstein,456,286,12,274,45,110,16,72,4,27
G41428,Waldkirchen am Wesen,1009,625,27,598,57,268,87,114,12,60
G41429,Wernstein am Inn,1207,721,18,703,98,272,84,142,10,97
G41430,Zell an der Pram,1554,942,34,908,170,310,55,196,14,163
G41499,Wahlkarten - Schärding,0,3894,70,3824,687,1173,440,661,70,793
G41500,Steyr-Land,47685,35941,1076,34865,6323,11926,4333,5233,704,6346
G41501,Adlwang,1414,919,29,890,188,306,54,202,11,129
G41502,Aschach an der Steyr,1831,1207,40,1167,230,370,113,188,15,251
G41503,Bad Hall,3895,2223,58,2165,400,792,207,301,35,430
G41504,Dietach,2387,1617,46,1571,337,471,169,221,27,346
G41505,Gaflenz,1508,1060,37,1023,200,362,81,219,25,136
G41506,Garsten,5244,3510,91,3419,594,1158,394,467,70,736
G41507,Großraming,2218,1540,42,1498,219,488,221,270,28,272
G41508,Laussa,1026,740,9,731,134,274,70,108,10,135
G41509,Losenstein,1307,833,19,814,132,276,117,134,12,143
G41510,Maria Neustift,1287,917,36,881,125,353,40,269,18,76
G41511,Pfarrkirchen bei Bad Hall,1767,1108,37,1071,203,413,116,126,28,185
G41512,Reichraming,1441,950,23,927,128,341,203,98,33,124
G41513,Rohr im Kremstal,1037,642,14,628,120,207,74,115,11,101
G41514,St. Ulrich bei Steyr,2472,1706,63,1643,311,540,160,287,26,319
G41515,Schiedlberg,995,637,35,602,91,210,42,179,14,66
G41516,Sierning,7328,4696,150,4546,740,1684,755,464,119,784
G41517,Ternberg,2763,1776,74,1702,301,622,188,253,50,288
G41518,Waldneukirchen,1789,1209,46,1163,218,436,99,226,14,170
G41521,Wolfern,2549,1613,40,1573,276,552,191,273,26,255
G41522,Weyer,3427,2204,71,2133,358,799,355,235,56,330
G41599,Wahlkarten - Steyr-Land,0,4834,116,4718,1018,1272,684,598,76,1070
G41600,Urfahr-Umgebung,67316,52060,1653,50407,10019,14703,4838,7385,892,12570
G41601,Alberndorf in der Riedmark,3166,2180,68,2112,391,757,162,356,40,406
G41602,Altenberg bei Linz,3595,2515,97,2418,465,763,169,456,34,531
G41603,Bad Leonfelden,3279,2112,94,2018,402,697,122,411,49,337
G41604,Eidenberg,1664,1133,60,1073,199,292,83,229,31,239
G41605,Engerwitzdorf,6972,4643,129,4514,853,1498,435,511,79,1138
G41606,Feldkirchen an der Donau,4377,3064,87,2977,572,996,355,381,52,621
G41607,Gallneukirchen,5113,3265,73,3192,634,785,388,299,39,1047
G41608,Goldwörth,739,505,17,488,99,157,49,68,8,107
G41609,Gramastetten,4080,2579,101,2478,564,685,190,382,41,616
G41610,Haibach im Mühlkreis,727,491,23,468,94,155,42,94,10,73
G41611,Hellmonsödt,1831,1124,34,1090,224,344,78,172,19,253
G41612,Herzogsdorf,2052,1263,64,1199,214,418,108,264,19,176
G41613,Kirchschlag bei Linz,1675,1107,33,1074,203,332,85,155,16,283
G41614,Lichtenberg,2180,1495,46,1449,310,345,110,236,18,430
G41615,Oberneukirchen,2560,1688,69,1619,286,523,148,296,45,321
G41616,Ottenschlag im Mühlkreis,423,285,14,271,34,111,35,60,7,24
G41617,Ottensheim,3614,2459,44,2415,507,556,205,273,26,848
G41618,Puchenau,3690,2391,29,2362,581,570,227,206,35,743
G41619,Reichenau im Mühlkreis,1017,711,29,682,134,235,64,115,18,116
G41620,Reichenthal,1175,767,28,739,126,247,67,167,23,109
G41621,St. Gotthard im Mühlkreis,1062,710,25,685,118,185,74,129,15,164
G41622,Schenkenfelden,1274,861,40,821,153,288,64,172,15,129
G41623,Sonnberg im Mühlkreis,758,487,22,465,69,160,44,98,12,82
G41624,Steyregg,3929,2570,52,2518,470,824,370,227,56,571
G41625,Vorderweißenbach,1677,1169,66,1103,216,359,68,272,26,162
G41626,Walding,3297,2134,66,2068,387,542,299,306,31,503
G41627,Zwettl an der Rodl,1390,963,38,925,167,256,78,176,14,234
G41699,Wahlkarten - Urfahr-Umgebung,0,7389,205,7184,1547,1623,719,874,114,2307
G41700,Vöcklabruck,102002,71948,2325,69623,11813,25839,7607,9197,1490,13677
G41701,Ampflwang im Hausruckwald,2638,1650,65,1585,223,597,363,160,24,218
G41702,Attersee am Attersee,1303,817,17,800,168,228,88,101,14,201
G41703,Attnang-Puchheim,5895,3279,75,3204,492,1219,562,252,72,607
G41704,Atzbach,934,641,24,617,116,250,17,126,7,101
G41705,Aurach am Hongar,1337,832,35,797,102,362,83,104,24,122
G41706,Berg im Attergau,800,497,31,466,66,191,25,121,10,53
G41707,Desselbrunn,1393,893,68,825,127,320,98,124,18,138
G41708,Fornach,754,550,42,508,53,218,23,125,19,70
G41709,Frankenburg am Hausruck,3926,2606,105,2501,341,1128,351,272,62,347
G41710,Frankenmarkt,2759,1690,80,1610,258,673,140,253,44,242
G41711,Gampern,2247,1464,64,1400,255,534,99,192,34,286
G41712,Innerschwand am Mondsee,889,535,23,512,80,159,37,148,16,72
G41713,Lenzing,3921,2309,55,2254,280,956,438,110,69,401
G41714,Manning,667,418,11,407,64,127,38,92,5,81
G41715,Mondsee,2513,1289,28,1261,288,425,78,158,27,285
G41716,Neukirchen an der Vöckla,2066,1434,60,1374,241,560,112,210,36,215
G41717,Niederthalheim,857,587,30,557,86,228,32,102,7,102
G41718,Nußdorf am Attersee,906,569,14,555,105,216,45,91,14,84
G41719,Oberhofen am Irrsee,1197,766,33,733,116,290,87,133,17,90
G41720,Oberndorf bei Schwanenstadt,1145,770,18,752,121,304,100,88,15,124
G41721,Oberwang,1304,807,52,755,76,342,31,229,24,53
G41722,Ottnang am Hausruck,3010,1807,66,1741,257,709,227,225,43,280
G41723,Pfaffing,1163,720,38,682,102,253,88,121,7,111
G41724,Pilsbach,516,347,14,333,57,104,57,55,4,56
G41725,Pitzenberg,421,298,7,291,52,104,20,47,3,65
G41726,Pöndorf,1861,1134,36,1098,101,531,130,179,34,123
G41727,Puchkirchen am Trattberg,790,537,29,508,104,165,41,96,9,93
G41728,Pühret,491,348,11,337,56,134,31,60,6,50
G41729,Redleiten,392,264,19,245,20,121,29,34,5,36
G41730,Redlham,1176,758,30,728,112,280,101,99,10,126
G41731,Regau,5001,3201,84,3117,499,1250,284,349,61,674
G41732,Rüstorf,1642,987,22,965,122,394,115,136,14,184
G41733,Rutzenham,209,145,9,136,21,45,5,24,2,39
G41734,St. Georgen im Attergau,3147,1898,61,1837,339,844,107,224,44,279
G41735,St. Lorenz,1826,1100,32,1068,199,361,62,203,27,216
G41736,Schlatt,1040,645,31,614,102,224,60,101,7,120
G41737,Schörfling am Attersee,2715,1654,37,1617,291,569,184,144,34,395
G41738,Schwanenstadt,2969,1805,36,1769,282,670,216,198,30,373
G41739,Seewalchen am Attersee,4330,2705,67,2638,513,992,224,229,64,616
G41740,Steinbach am Attersee,675,447,12,435,93,131,42,73,13,83
G41741,Straß im Attergau,1115,723,29,694,111,329,29,135,5,85
G41742,Tiefgraben,2876,1641,53,1588,330,603,74,267,27,287
G41743,Timelkam,4444,2724,77,2647,486,971,325,242,74,549
G41744,Ungenach,1182,827,34,793,123,307,43,131,18,171
G41745,Unterach am Attersee,1114,626,6,620,135,188,73,94,12,118
G41746,Vöcklabruck,9000,5186,90,5096,893,1669,617,509,104,1304
G41747,Vöcklamarkt,3707,2342,125,2217,362,897,212,295,59,392
G41748,Weißenkirchen im Attergau,781,536,34,502,72,215,22,124,15,54
G41749,Weyregg am Attersee,1246,715,16,699,129,203,62,128,14,163
G41750,Wolfsegg am Hausruck,1538,900,38,862,123,325,138,100,13,163
G41751,Zell am Moos,1194,759,19,740,121,243,49,149,16,162
G41752,Zell am Pettenfirst,980,606,23,583,91,193,62,95,13,129
G41799,Wahlkarten - Vöcklabruck,0,9160,210,8950,1857,2488,1031,1140,145,2289
G41800,Wels-Land,53389,38939,993,37946,6573,15151,4003,4722,659,6838
G41801,Aichkirchen,433,292,11,281,56,108,14,67,3,33
G41802,Bachmanning,501,315,10,305,44,121,41,44,7,48
G41803,Bad Wimsbach-Neydharting,1966,1296,70,1226,189,455,150,246,16,170
G41804,Buchkirchen,3264,2023,52,1971,331,801,235,216,36,352
G41805,Eberstalzell,1978,1275,39,1236,208,542,74,210,16,186
G41806,Edt bei Lambach,1680,1087,29,1058,152,458,124,145,20,159
G41807,Fischlham,1092,741,31,710,136,264,66,133,14,97
G41808,Gunskirchen,4564,2840,70,2770,483,1180,317,278,44,468
G41809,Holzhausen,702,447,11,436,99,167,43,52,6,69
G41810,Krenglbach,2437,1717,36,1681,323,645,215,159,33,306
G41811,Lambach,2373,1222,24,1198,188,498,121,126,28,237
G41812,Marchtrenk,9403,5688,139,5549,888,2532,717,356,87,969
G41813,Neukirchen bei Lambach,710,471,8,463,88,167,36,91,9,72
G41814,Offenhausen,1242,861,24,837,142,356,60,150,15,114
G41815,Pennewang,731,502,11,491,90,148,29,131,10,83
G41816,Pichl bei Wels,2170,1557,45,1512,261,581,119,262,29,260
G41817,Sattledt,1904,1237,41,1196,147,502,135,206,21,185
G41818,Schleißheim,987,684,29,655,130,231,61,81,17,135
G41819,Sipbachzell,1496,1027,26,1001,177,380,96,184,15,149
G41820,Stadl-Paura,3540,1879,38,1841,260,875,228,120,42,316
G41821,Steinerkirchen an der Traun,1852,1335,41,1294,243,506,80,254,18,193
G41822,Steinhaus,1598,1042,21,1021,170,485,71,154,7,134
G41823,Thalheim bei Wels,4208,2526,51,2475,531,802,205,295,47,595
G41824,Weißkirchen an der Traun,2558,1753,43,1710,298,690,197,187,23,315
G41899,Wahlkarten - Wels-Land,0,5122,93,5029,939,1657,569,575,96,1193
G4A000,Linz und Umgebung,246526,163820,2827,160993,29909,49947,22398,13209,3130,42400
G4B000,Innviertel,166320,111254,3132,108122,16846,44521,10203,17683,2102,16767
G4C000,Hausruckviertel,270945,191792,5366,186426,31237,71645,20101,24075,3500,35868
G4D000,Traunviertel,196953,139853,3938,135915,24681,46743,18273,16734,2717,26767
G4E000,Mühlviertel,218676,164452,5862,158590,28340,50631,17444,27731,2810,31634
G50000,Salzburg,393583,273640,7281,266359,47856,99476,26200,35038,6054,51735
G50099,Wahlkarten - Salzburg,,29602,506,29096,6660,7562,2881,3713,484,7796
G50100,Salzburg(Stadt),99663,62943,937,62006,12621,18870,5998,5833,1203,17481
G50101,Salzburg,99663,54394,847,53547,10567,17118,5187,4969,1098,14608
G50199,Wahlkarten - Salzburg(Stadt),0,8549,90,8459,2054,1752,811,864,105,2873
G50200,Hallein,43177,31437,1083,30354,5305,11279,2972,4255,790,5753
G50201,Abtenau,4420,3106,162,2944,438,1148,365,504,88,401
G50202,Adnet,2803,2034,113,1921,357,714,155,344,60,291
G50203,Annaberg-Lungötz,1679,1192,55,1137,135,461,127,255,22,137
G50204,Golling an der Salzach,3071,2079,59,2020,334,805,166,255,42,418
G50205,Hallein,13940,8367,198,8169,1409,3174,928,676,219,1763
G50206,Krispl,715,534,15,519,60,214,51,138,10,46
G50207,Kuchl,5355,3627,124,3503,672,1326,237,535,96,637
G50208,Oberalm,3165,2169,63,2106,372,716,192,261,55,510
G50209,Puch bei Hallein,3436,2062,54,2008,410,716,188,226,52,416
G50210,Rußbach am Paß Gschütt,646,436,15,421,56,157,67,79,22,40
G50211,Sankt Koloman,1297,1010,56,954,141,420,39,261,20,73
G50212,Scheffau am Tennengebirge,1092,785,54,731,101,298,60,158,22,92
G50213,Bad Vigaun,1558,1124,53,1071,176,425,97,190,33,150
G50299,Wahlkarten - Hallein,0,2912,62,2850,644,705,300,373,49,779
G50300,Salzburg-Umgebung,112494,81289,2155,79134,14616,29535,6237,11042,1733,15971
G50301,Anif,3036,1910,34,1876,376,633,151,260,48,408
G50302,Anthering,2837,1999,53,1946,338,710,108,358,36,396
G50303,Bergheim,3911,2678,88,2590,515,864,172,442,55,542
G50304,Berndorf bei Salzburg,1382,880,29,851,124,365,78,128,13,143
G50305,Bürmoos,3651,2291,75,2216,345,899,394,113,62,403
G50306,Dorfbeuern,1186,806,37,769,134,298,60,151,17,109
G50307,Ebenau,1102,772,18,754,147,271,60,146,12,118
G50308,Elixhausen,2263,1556,47,1509,329,512,126,219,24,299
G50309,Elsbethen,4163,2745,47,2698,648,801,181,373,57,638
G50310,Eugendorf,5197,3468,81,3387,633,1340,237,481,76,620
G50311,Faistenau,2347,1628,51,1577,261,717,81,274,38,206
G50312,Fuschl am See,1059,691,25,666,134,227,35,138,19,113
G50313,Göming,599,469,12,457,65,161,24,132,9,66
G50314,Grödig,5147,3114,60,3054,558,1175,391,277,67,586
G50315,Großgmain,1823,1096,16,1080,201,441,69,118,26,225
G50316,Hallwang,3120,1993,38,1955,382,692,165,243,44,429
G50317,Henndorf am Wallersee,3758,2504,62,2442,429,979,184,334,52,464
G50318,Hintersee,354,253,10,243,37,115,26,41,4,20
G50319,Hof bei Salzburg,2636,1718,44,1674,301,625,135,252,27,334
G50320,Köstendorf,2027,1273,58,1215,177,483,84,253,17,201
G50321,Koppl,2615,1760,52,1708,330,601,116,238,44,379
G50322,Lamprechtshausen,2879,1943,64,1879,311,784,152,272,41,319
G50323,Mattsee,2441,1624,34,1590,336,479,79,274,33,389
G50324,Neumarkt am Wallersee,4471,2702,69,2633,410,1160,223,275,62,503
G50325,Nußdorf am Haunsberg,1862,1263,45,1218,218,449,90,186,38,237
G50326,Oberndorf bei Salzburg,4023,2442,65,2377,420,860,244,221,62,570
G50327,Obertrum am See,3641,2479,72,2407,415,849,115,462,37,529
G50328,Plainfeld,966,644,14,630,104,266,31,90,10,129
G50329,Sankt Georgen bei Salzburg,2346,1660,60,1600,259,665,138,240,29,269
G50330,Sankt Gilgen,2841,1724,45,1679,332,642,125,264,44,272
G50331,Schleedorf,810,584,22,562,76,239,36,120,18,73
G50332,Seeham,1463,953,40,913,164,331,60,182,23,153
G50335,Straßwalchen,5422,3717,118,3599,476,1749,303,485,95,491
G50336,Strobl,2820,1792,51,1741,342,535,172,309,50,333
G50337,Thalgau,4498,2963,87,2876,481,1156,193,464,69,513
G50338,Wals-Siezenheim,9965,6538,186,6352,1165,2634,475,697,153,1228
G50339,Seekirchen am Wallersee,7833,5194,117,5077,917,1888,346,623,93,1210
G50399,Wahlkarten - Salzburg-Umgebung,0,7463,129,7334,1726,1940,578,907,129,2054
G50400,Sankt Johann im Pongau,58148,42092,1385,40707,6613,17373,4890,5736,998,5097
G50401,Altenmarkt im Pongau,2871,1794,56,1738,298,760,107,271,49,253
G50402,Bad Hofgastein,5047,3106,101,3005,482,1341,426,355,72,329
G50403,Bad Gastein,2813,1758,62,1696,267,834,232,141,46,176
G50404,Bischofshofen,7432,4765,131,4634,683,1920,899,420,128,584
G50405,Dorfgastein,1316,966,48,918,130,423,127,121,19,98
G50406,Eben im Pongau,1673,1198,55,1143,184,538,71,197,38,115
G50407,Filzmoos,998,613,26,587,76,329,18,86,18,60
G50408,Flachau,2099,1468,44,1424,294,624,82,263,31,130
G50409,Forstau,412,317,10,307,49,134,30,68,6,20
G50410,Goldegg,1934,1390,65,1325,220,579,106,200,30,190
G50411,Großarl,2884,1982,82,1900,293,759,177,473,32,166
G50412,Hüttau,1102,722,19,703,94,348,87,110,23,41
G50413,Hüttschlag,703,489,28,461,61,171,53,128,9,39
G50414,Kleinarl,588,378,11,367,40,160,43,88,10,26
G50415,Mühlbach am Hochkönig,1138,719,26,693,98,276,156,79,16,68
G50416,Pfarrwerfen,1732,1188,59,1129,161,483,131,206,21,127
G50417,Radstadt,3400,2079,60,2019,315,933,179,322,48,222
G50418,Sankt Johann im Pongau,7871,5093,134,4959,839,2188,471,596,141,724
G50419,Sankt Martin am Tennengebirge,1209,799,36,763,75,385,86,114,19,84
G50420,Sankt Veit im Pongau,2863,2005,88,1917,359,742,189,285,47,295
G50421,Schwarzach im Pongau,2566,1639,45,1594,214,569,404,115,37,255
G50422,Untertauern,325,175,5,170,24,82,14,27,7,16
G50423,Wagrain,2245,1410,49,1361,222,657,94,224,27,137
